Location,Location2,Location3,State,County,Land Area,WaterArea,Latitude,Longitude,Population Growth Rate,WhitePopulation,BlackPopulation,HispanicPopulation,AsianPopulation,HawaiianPopulation,IndianPopulation,OtherPopulation,MalePopulation,FemalePopulation,Number of Burgalaries reported,MedianAge,Crime Rate,Homicide Reported,CBSA_Type,FinanceNumber,Property Crime Rate,Housing Construction,HouseholdsPerZipCode,AverageHouseValue,Elevation
Tennessee|Collegedale ,Collegedale ,Collegedale ,TN,Hamilton,0.0575,0,35.0534,-85.0503,3.32%,550,130,153,64,7,5,27,345,434,2,20.5,209,,Metro,471812,101,-59.22%,22,0,685
Tennessee|Collierville ,Collierville ,Collierville ,TN,Shelby,42.3735,0.3265,35.091114,-89.658597,3.15%,19145,3257,639,1838,13,121,281,11898,12424,27,39.4,851,,Metro,471836,389,2.67%,8493,280400,273
Tennessee|Collinwood ,Collinwood ,Collinwood ,TN,Wayne,56.06,0.003,35.181024,-87.777378,2.01%,1362,4,26,2,3,6,24,687,702,1,41.9,6,,,471848,2.5,-0.72%,566,61400,1050
Tennessee|Columbia ,Columbia ,Columbia ,TN,Maury,150.3625,1.0825,35.656897,-86.978122,-0.90%,22097,4422,1523,236,20,232,856,13089,14146,80,38.6,1449,1,Metro,471860,613.5,-1.60%,10722,132600,656
Tennessee|Cookeville ,Cookeville ,Cookeville ,TN,Putnam,125.8505,0.164,36.244197,-85.543106,2.11%,16818,590,1125,356,21,200,708,9131,9213,48,33,1527,1,Micro,471920,701,1.86%,7794,132800,118
Tennessee|Copperhill ,Copperhill ,Copperhill ,TN,Polk,37.682,0.7535,35.053622,-84.446332,-3.08%,1180,8,18,4,0,20,9,595,607,1,46.8,4,,Metro,471932,1,-2.08%,525,98000,748
Tennessee|Cornersville ,Cornersville ,Cornersville ,TN,Marshall,30.4225,0,35.327168,-86.817672,3.10%,1124,25,26,8,4,15,13,585,588,1,39.4,13,,Micro,471956,6,-1.72%,454,110100,741
Tennessee|Covington ,Covington ,Covington ,TN,Tipton,68.993,0.0715,35.539854,-89.63873,-2.87%,4906,2860,88,32,5,57,44,3676,4125,79,36.5,796,,Metro,472028,312,-1.02%,2932,111600,339
Tennessee|Cowan ,Cowan ,Cowan ,TN,Franklin,5.981,0,35.181858,-85.995488,-3.91%,872,104,18,7,0,20,14,475,515,4,42.1,20,,Micro,472040,6.5,1.92%,423,84400,965
Tennessee|Cross Plains ,Cross Plains ,Cross Plains ,TN,Robertson,13.2135,0,36.55573,-86.692706,8.77%,1507,92,43,8,2,20,26,829,794,5,39.7,60,,Metro,472112,24.5,6.32%,586,170300,677
Tennessee|Crossville ,Crossville ,Crossville ,TN,Cumberland,250.15,1.729,35.841732,-84.98465,0.51%,9045,62,384,85,12,88,232,4498,4907,43,42.4,1066,,Micro,472124,485,1.58%,3890,142500,1863
Tennessee|Crump ,Crump ,Crump ,TN,Hardin,1.5375,0.316,35.228697,-88.29606,-6.63%,230,3,1,6,0,3,1,113,126,3,47.4,19,,,472136,6.5,-4.49%,109,96300,450
Tennessee|Cumberland City ,Cumberland City ,Cumberland City ,TN,Stewart,25.362,0.908,36.367817,-87.627119,-12.98%,792,46,10,6,1,14,6,418,432,1,43.8,7,,,472160,3,-6.15%,343,82700,400
Tennessee|Dandridge ,Dandridge ,Dandridge ,TN,Jefferson,47.381,9.682,35.991886,-83.421049,0.13%,8223,159,141,45,5,74,62,4212,4248,8,44.1,88,,Metro,472232,34.5,1.10%,3330,145900,1000
Tennessee|Dayton ,Dayton ,Dayton ,TN,Rhea,56.473,2.9745,35.505889,-85.03965,2.49%,8924,296,492,60,5,93,349,4662,4895,9,37.4,386,,Micro,472280,182.5,2.17%,3588,99800,694
Tennessee|Decatur ,Decatur ,Decatur ,TN,Meigs,66.297,3.288,35.498638,-84.825914,6.73%,4048,39,45,8,2,46,21,2042,2078,4,41.3,54,,,472304,23,8.44%,1611,95900,788
Tennessee|Decaturville ,Decaturville ,Decaturville ,TN,Decatur,54.1555,1.366,35.539006,-88.10875,-3.33%,1535,70,17,2,3,11,5,811,799,1,45,19,,,472316,8.5,-1.64%,674,63100,517
Tennessee|Decherd ,Decherd ,Decherd ,TN,Franklin,36.02,0.091,35.252506,-85.977145,-2.46%,2411,210,78,14,9,24,51,1294,1368,7,40.7,84,,Micro,472328,34,-0.12%,1072,90800,965
Tennessee|Dickson ,Dickson ,Dickson ,TN,Dickson,101.5295,0.1155,36.062811,-87.430258,-0.85%,12323,935,602,102,13,136,321,6498,7014,42,37.9,922,,Metro,472448,406,-0.15%,5290,129100,631
Tennessee|Dover ,Dover ,Dover ,TN,Stewart,89.7265,5.9055,36.515794,-87.882438,3.33%,3393,76,52,64,4,45,21,1760,1781,1,45,16,0.5,,472520,7,2.73%,1489,113900,400
Tennessee|Dresden ,Dresden ,Dresden ,TN,Weakley,55.1675,0.242,36.329925,-88.666815,0.40%,3023,115,39,7,2,28,14,1511,1631,1,42.7,58,,Micro,472556,27.5,6.86%,1285,73000,425
Tennessee|Dunlap ,Dunlap ,Dunlap ,TN,Sequatchie,101.096,0.083,35.404718,-85.415321,-0.26%,5387,33,234,21,3,60,166,2792,2795,7,39.9,227,,Metro,472628,104.5,0.86%,2163,110700,722
Tennessee|Dyer ,Dyer ,Dyer ,TN,Gibson,34.8215,0.0055,36.07257,-89.031479,0.16%,1930,277,20,9,3,17,7,1031,1171,4,40.8,41,0.5,,472640,16.5,-2.84%,855,79000,338
Tennessee|Dyersburg ,Dyersburg ,Dyersburg ,TN,Dyer,70.727,0.595,36.039292,-89.452616,-1.09%,10992,2589,352,98,5,102,191,6550,7154,92,39.3,1589,1,Micro,472652,686.5,-0.61%,5466,96300,350
Tennessee|Eagleville ,Eagleville ,Eagleville ,TN,Rutherford,19.2035,0,35.746288,-86.635458,-6.74%,1036,66,20,7,0,7,11,562,553,0,43.1,7,,Metro,472700,3.5,-8.42%,430,177600,573
Tennessee|Elizabethton ,Elizabethton ,Elizabethton ,TN,Carter,64.304,0.2645,36.366512,-82.118519,0.15%,16455,280,255,72,9,100,109,8105,8740,24,42.9,893,,Metro,472796,417,0.72%,7103,98000,1580
Tennessee|Elkton ,Elkton ,Elkton ,TN,Giles,0.2675,0,35.0525,-86.8896,1.50%,83,31,3,0,0,10,2,56,58,0,47.5,0,,,472808,0,0.00%,49,73300,709
Tennessee|Englewood ,Englewood ,Englewood ,TN,Mcminn,28.9565,0,35.402561,-84.46009,-0.58%,2732,31,56,4,0,65,29,1371,1423,3,42.4,68,,Micro,472892,31.5,3.34%,1101,94600,867
Tennessee|Erin ,Erin ,Erin ,TN,Houston,48.1195,0.0025,36.273067,-87.652431,1.21%,2470,103,33,11,3,29,8,1252,1325,4,40.6,33,,,472940,13,3.81%,996,91700,431
Tennessee|Erwin ,Erwin ,Erwin ,TN,Unicoi,49.5235,0.258,36.091722,-82.471126,0.09%,6170,28,252,14,1,53,180,3086,3289,7,44.9,111,,Metro,472952,47.5,-1.60%,2681,104900,1675
Tennessee|Estill Springs ,Estill Springs ,Estill Springs ,TN,Franklin,18.004,3.056,35.29444,-86.118423,-0.09%,3300,65,33,23,3,31,20,1684,1708,10,44,55,,Micro,472964,18,-0.54%,1376,107600,965
Tennessee|Ethridge ,Ethridge ,Ethridge ,TN,Lawrence,36.275,0,35.330258,-87.2755,12.93%,2260,16,32,3,1,24,11,1129,1151,2,31.2,16,,Micro,472976,6.5,-1.04%,732,87100,867
Tennessee|Etowah ,Etowah ,Etowah ,TN,Mcminn,20.7745,0.0105,35.331479,-84.52989,3.47%,3581,220,70,17,3,55,41,1837,1992,4,44.2,148,,Micro,472988,70,-4.84%,1573,99800,867
Tennessee|Fairview ,Fairview ,Fairview ,TN,Williamson,34.081,0.042,35.99135,-87.131607,0.38%,5241,68,124,46,8,35,46,2644,2729,12,37.8,115,,Metro,473024,43,1.73%,1952,174600,648
Tennessee|Fayetteville ,Fayetteville ,Fayetteville ,TN,Lincoln,127.2425,0.0815,35.176844,-86.599098,6.79%,9593,1129,270,68,15,136,118,5174,5677,27,42.2,442,,,473108,186,1.22%,4418,113800,71
Tennessee|Franklin ,Franklin ,Franklin ,TN,Williamson,123.4405,0.4425,35.883237,-86.961133,2.68%,21022,1910,1853,428,25,157,898,11700,12360,38,39.2,1089,,Metro,473324,495,1.72%,8883,303500,648
Tennessee|Friendship ,Friendship ,Friendship ,TN,Crockett,50.294,0.02,35.909886,-89.233442,3.80%,1345,88,88,3,1,11,70,747,752,2,40.8,11,,Metro,473348,4,2.31%,594,79600,367
Tennessee|Gadsden ,Gadsden ,Gadsden ,TN,Crockett,13.5225,0,35.77414,-89.009972,-9.22%,590,93,18,1,0,1,7,336,347,2,43.8,11,,Metro,473408,3.5,0.13%,280,80300,367
Tennessee|Gainesboro ,Gainesboro ,Gainesboro ,TN,Jackson,68.356,4.54,36.357633,-85.673052,-2.38%,3245,14,38,6,2,31,11,1617,1661,1,44.7,13,,Micro,473420,6,-4.29%,1358,88900,565
Tennessee|Gallatin ,Gallatin ,Gallatin ,TN,Sumner,57.2785,3.013,36.388013,-86.46087,2.90%,17763,2839,1352,198,38,148,805,10363,11017,40,38.8,570,0.5,Metro,473432,233,-1.32%,8263,168100,526
Tennessee|Gallaway ,Gallaway ,Gallaway ,TN,Fayette,0.3155,0,35.317898,-89.623274,2.72%,99,138,2,0,1,3,2,111,129,1,40.7,13,,Metro,473444,5.5,2.51%,85,65000,356
Tennessee|Gates ,Gates ,Gates ,TN,Lauderdale,24.795,0.0005,35.801208,-89.406054,-3.46%,614,247,31,2,0,7,26,430,457,2,39.8,11,,,473468,2.5,-2.92%,346,75300,459
Tennessee|Gatlinburg ,Gatlinburg ,Gatlinburg ,TN,Sevier,105.0025,0,35.672758,-83.456994,4.01%,2363,30,318,68,3,32,198,1340,1305,12,46,352,,Micro,473480,160.5,0.35%,1132,174200,903
Tennessee|Germantown ,Germantown ,Germantown ,TN,Shelby,10.3665,0.0345,35.084216,-89.792009,0.09%,10866,542,242,605,9,50,83,5745,6278,13,47.2,470,,Metro,473495,219.5,1.22%,4976,253000,273
Tennessee|Gibson ,Gibson ,Gibson ,TN,Gibson,0,0,35.8745,-88.8475,,0,0,0,0,0,0,0,0,0,1,0,13,,,473516,5.5,,0,0,338
Tennessee|Gleason ,Gleason ,Gleason ,TN,Weakley,30.0345,0.02,36.230432,-88.609697,-9.96%,1446,20,23,3,1,8,8,730,736,1,41.1,22,,Micro,473540,10,-9.86%,609,68300,425
Tennessee|Goodlettsville ,Goodlettsville ,Goodlettsville ,TN,Davidson,38.9385,0.107,36.3233,-86.7133,2.58%,0,0,0,0,0,0,0,0,0,20,0,755,0.5,Metro,473588,348,1.68%,0,0,440
Tennessee|Gordonsville ,Gordonsville ,Gordonsville ,TN,Smith,15.851,0.025,36.204888,-86.002252,15.80%,1126,21,23,7,1,14,12,572,594,1,37.9,20,,Metro,473612,7.5,6.14%,454,122300,515
Tennessee|Grand Junction ,Grand Junction ,Grand Junction ,TN,Hardeman,32.7585,0.135,35.073688,-89.191234,6.66%,266,642,6,0,0,7,2,429,473,1,37.2,14,,,473636,6,-0.91%,327,83900,453
Tennessee|Graysville ,Graysville ,Graysville ,TN,Rhea,37.6575,0.0385,35.436176,-85.182002,2.26%,1513,13,23,5,0,26,14,770,777,5,39.5,26,,Micro,473672,8,9.58%,605,79200,694
Tennessee|Greenbrier ,Greenbrier ,Greenbrier ,TN,Robertson,25.3615,0.0245,36.435182,-86.809947,1.31%,6503,80,141,44,2,58,70,3259,3417,11,38.5,123,,Metro,473696,49,2.12%,2455,162300,677
Tennessee|Greeneville ,Greeneville ,Greeneville ,TN,Greene,168.4685,0.737,36.083003,-82.85135,-1.42%,12199,425,303,68,10,105,153,6263,6531,35,43.6,739,1,Micro,473708,328,-0.80%,5217,112600,1565
Tennessee|Greenfield ,Greenfield ,Greenfield ,TN,Weakley,42.968,0.058,36.151085,-88.801712,4.26%,1748,127,17,2,0,8,5,899,969,1,42,29,,Micro,473720,13,-0.65%,774,75700,425
Tennessee|Halls ,Halls ,Halls ,TN,Lauderdale,54.4255,0.107,35.88688,-89.514924,1.04%,2143,445,45,7,0,18,24,1268,1329,4,39,51,0.5,,473804,20,1.26%,1048,86300,459
Tennessee|Harriman ,Harriman ,Harriman ,TN,Roane,51.1195,2.8305,35.942834,-84.511704,1.06%,8517,370,90,51,10,89,40,4383,4546,16,43.5,304,,Metro,473852,132,-0.19%,3640,105000,787
Tennessee|Henderson ,Henderson ,Henderson ,TN,Chester,88.909,0.077,35.406104,-88.66407,-1.16%,5636,779,143,33,2,61,67,3077,3391,10,34.1,165,,Metro,473960,71,-0.46%,2272,111100,462
Tennessee|Hendersonville ,Hendersonville ,Hendersonville ,TN,Sumner,29.687,2.8095,36.34544,-86.601676,2.10%,26930,1959,1010,600,47,261,408,14376,15252,45,39,850,,Metro,473972,376,3.26%,11433,207000,526
Tennessee|Henning ,Henning ,Henning ,TN,Lauderdale,50.2605,2.3,35.640215,-89.713411,-3.54%,1209,1280,61,8,5,52,26,1877,666,5,35.9,63,,,473996,26.5,-7.11%,531,68800,459
Tennessee|Henry ,Henry ,Henry ,TN,Henry,26.4185,0.041,36.217498,-88.419811,-12.09%,755,54,42,1,0,9,26,409,423,2,42.1,13,,Micro,474008,5,0.28%,321,76600,519
Tennessee|Hohenwald ,Hohenwald ,Hohenwald ,TN,Lewis,99.1285,0.1185,35.525792,-87.545036,-1.50%,5014,106,101,33,5,43,34,2501,2648,9,41,147,,,474152,64,-1.84%,2015,88200,958
Tennessee|Hollow Rock ,Hollow Rock ,Hollow Rock ,TN,Carroll,17.226,0.009,36.084852,-88.294416,-1.36%,682,35,10,2,0,9,5,351,368,1,42.8,11,,,474176,4.5,6.38%,294,53900,414
Tennessee|Hornbeak ,Hornbeak ,Hornbeak ,TN,Obion,25.5555,1.082,36.350544,-89.333184,-2.51%,986,6,13,1,1,4,10,514,486,1,43.8,7,,Micro,474200,3,0.10%,412,84700,337
Tennessee|Humboldt ,Humboldt ,Humboldt ,TN,Gibson,69.2725,0.1085,35.818664,-88.951434,-1.09%,5279,2456,168,22,1,41,97,3710,4100,34,42.1,477,0.5,,474236,198,-1.87%,3140,88400,338
Tennessee|Huntingdon ,Huntingdon ,Huntingdon ,TN,Carroll,80.786,0.057,35.986638,-88.44815,2.22%,3745,598,76,12,4,29,41,2081,2261,3,42.5,144,0.5,,474248,69,1.36%,1757,86200,414
Tennessee|Huntland ,Huntland ,Huntland ,TN,Franklin,28.7145,0,35.052616,-86.232434,8.26%,1092,35,41,3,3,16,23,561,595,1,38.7,6,,Micro,474260,2.5,-0.79%,448,88400,965
Tennessee|Jacksboro ,Jacksboro ,Jacksboro ,TN,Campbell,14.0815,1.7195,36.29274,-84.143656,2.74%,4603,18,69,15,6,37,29,2272,2397,8,39.2,231,,Metro,474380,107.5,-0.95%,1827,113100,1070
Tennessee|Jackson ,Jackson ,Jackson ,TN,Madison,147.1925,0.6055,35.58754,-88.859124,-0.23%,8478,9681,382,70,17,101,252,8713,9594,280,35.9,3797,5,Metro,474404,1531.5,0.19%,6898,81500,425
Tennessee|Jamestown ,Jamestown ,Jamestown ,TN,Fentress,159.203,0.186,36.395144,-84.907189,-0.30%,6206,27,59,21,2,43,23,3068,3203,2,42.8,108,,,474416,51.5,-1.40%,2580,87500,1698
Tennessee|Jasper ,Jasper ,Jasper ,TN,Marion,24.2925,2.762,35.060756,-85.623794,-2.84%,3505,211,69,33,4,42,45,1866,1914,6,41.8,80,,Metro,474428,34.5,-3.77%,1549,124500,631
Tennessee|Jefferson City ,Jefferson City ,Jefferson City ,TN,Jefferson,19.9905,1.425,36.100184,-83.452295,-2.93%,5948,324,344,74,15,62,168,3102,3364,18,35.3,433,,Metro,474440,197,0.06%,2407,128900,1000
Tennessee|Jellico ,Jellico ,Jellico ,TN,Campbell,6.8425,0.0395,36.567952,-84.127095,4.14%,1515,27,20,16,1,21,6,749,815,5,43.2,94,,Metro,474452,40.5,-4.79%,662,66300,1070
Tennessee|Johnson City ,Johnson City ,Johnson City ,TN,Washington,58.319,1.1465,36.320002,-82.330882,0.23%,16442,1291,715,253,26,170,407,8593,9499,93,39.1,2609,2,Metro,474476,1183.5,0.03%,7964,122800,1691
Tennessee|Jonesborough ,Jonesborough ,Jonesborough ,TN,Washington,64.394,0.2045,36.285561,-82.472923,3.07%,13402,249,245,97,7,87,122,6845,6948,5,41.1,77,,Metro,474512,34,4.37%,5510,144900,1691
Tennessee|Kenton ,Kenton ,Kenton ,TN,Gibson,47.592,0.176,36.203748,-89.033231,-5.75%,1302,118,22,5,0,2,12,690,736,1,42.3,29,,,474548,14,4.21%,581,73600,338
Tennessee|Kingsport ,Kingsport ,Kingsport ,TN,Sullivan,64.321,1.243,36.513444,-82.553602,0.90%,18876,904,379,209,7,180,190,9414,10606,131,43.5,2950,1,Metro,474596,1315.5,1.04%,8825,110400,1596
Tennessee|Kingston ,Kingston ,Kingston ,TN,Roane,45.5385,5.7015,35.837868,-84.509841,-2.51%,7666,166,114,52,9,58,51,3906,3992,14,45.3,128,,Metro,474608,47.5,0.47%,3303,149300,787
Tennessee|Kingston Springs ,Kingston Springs ,Kingston Springs ,TN,Cheatham,21.7285,0.1535,36.086609,-87.110685,1.58%,2988,40,46,17,2,23,17,1533,1521,0,41.7,11,,Metro,474620,5.5,-2.48%,1156,180900,438
Tennessee|Knoxville ,Knoxville ,Knoxville ,TN,Knox,193.2345,8.3365,35.9646,-83.9197,0.69%,0,0,0,0,0,0,0,0,0,526,0,13640,6,Metro,474632,6014,0.53%,0,0,890
Tennessee|La Follette ,La Follette ,La Follette ,TN,Campbell,76.595,5.349,36.410702,-84.113497,-1.03%,9316,51,113,32,10,87,49,4554,4871,28,42.7,529,,Metro,474704,228.5,3.40%,3818,83600,1070
Tennessee|La Vergne ,La Vergne ,La Vergne ,TN,Rutherford,13.0475,0.0945,36.022105,-86.558222,0.88%,10279,3925,2103,601,34,142,1299,7737,8020,67,31.1,766,0.5,Metro,474812,296.5,-0.35%,5295,134900,573
Tennessee|Lafayette ,Lafayette ,Lafayette ,TN,Macon,73.37,0.0205,36.530367,-86.005844,2.31%,6757,41,300,25,2,51,142,3400,3555,4,38.4,141,,Metro,474692,65,2.52%,2717,99200,970
Tennessee|Lawrenceburg ,Lawrenceburg ,Lawrenceburg ,TN,Lawrence,139.6965,0.356,35.275894,-87.404629,-0.19%,10698,380,228,75,7,138,103,5374,5773,33,41,684,,Micro,474836,296,1.43%,4518,95900,867
Tennessee|Lebanon ,Lebanon ,Lebanon ,TN,Wilson,164.506,3.564,36.278882,-86.27368,2.96%,17813,2130,992,238,16,177,594,10012,10555,86,37.9,1173,0.5,Metro,474872,476.5,-0.81%,7793,175900,512
Tennessee|Lenoir City ,Lenoir City ,Lenoir City ,TN,Loudon,43.8065,3.5505,35.829463,-84.313793,0.98%,7140,134,882,55,19,58,394,3738,3952,12,38.5,488,0.5,Metro,474908,226,1.15%,3027,119300,815
Tennessee|Livingston ,Livingston ,Livingston ,TN,Overton,53.42,0.0455,36.37488,-85.307411,0.98%,4887,40,60,11,2,35,23,2394,2555,8,42.3,127,0.5,Micro,475076,55.5,-2.72%,1997,98300,1011
Tennessee|Lookout Mountain ,Lookout Mountain ,Lookout Mountain ,TN,Hamilton,0.725,0,34.997442,-85.35303,1.39%,913,15,6,10,1,6,2,441,492,0,46.9,19,,Metro,475124,9.5,-2.43%,376,485000,685
Tennessee|Loretto ,Loretto ,Loretto ,TN,Lawrence,33.854,0.012,35.085176,-87.432246,3.06%,2009,13,26,11,1,16,21,1007,1039,3,41.3,30,,Micro,475136,11.5,3.55%,806,100000,867
Tennessee|Loudon ,Loudon ,Loudon ,TN,Loudon,43.71,3.5795,35.735636,-84.372617,-2.15%,8604,157,567,72,6,46,366,4461,4700,3,53.3,78,,Metro,475148,36,-0.46%,3922,214800,815
Tennessee|Madisonville ,Madisonville ,Madisonville ,TN,Monroe,57.6685,0.306,35.503367,-84.35588,2.15%,7979,180,197,34,5,103,86,4108,4134,11,40.1,272,,,475436,124.5,3.46%,3270,114700,950
Tennessee|Manchester ,Manchester ,Manchester ,TN,Coffee,108.67,1.4685,35.4672,-86.0702,-0.48%,0,0,0,0,0,0,0,0,0,33,0,614,0.5,Micro,475460,268.5,-0.51%,0,0,1025
Tennessee|Martin ,Martin ,Martin ,TN,Weakley,65.168,0.1245,36.376152,-88.837774,0.61%,6961,1124,235,207,10,69,90,4081,4233,13,28.6,273,,Micro,475532,122,-0.48%,3149,109000,425
Tennessee|Maryville ,Maryville ,Maryville ,TN,Blount,100.9925,1.2915,35.678487,-84.089475,-0.18%,11938,344,371,170,9,114,195,6046,6516,16,39.8,705,,Metro,475544,333.5,0.23%,5108,152600,945
Tennessee|Mason ,Mason ,Mason ,TN,Tipton,55.794,0.036,35.394238,-89.524367,-5.71%,1168,1263,93,7,1,15,70,1358,1134,6,37.2,42,,Metro,475568,14,-1.26%,824,93500,339
Tennessee|Maury City ,Maury City ,Maury City ,TN,Crockett,0.9855,0,35.81573,-89.222922,-4.72%,126,97,15,1,0,0,6,110,120,2,43,17,,Metro,475580,6,5.08%,96,76300,367
Tennessee|Maynardville ,Maynardville ,Maynardville ,TN,Union,39.639,3.494,36.263332,-83.829417,5.35%,4910,21,54,9,3,63,20,2495,2467,4,39.4,113,,Metro,475616,52.5,3.50%,1916,92100,1200
Tennessee|Mcminnville ,Mcminnville ,Mcminnville ,TN,Warren,184.819,0.1505,35.68588,-85.763772,-0.71%,14720,581,1372,113,15,129,966,7967,8281,55,39.4,621,,Micro,475376,246.5,-1.09%,6515,90300,901
Tennessee|Medina ,Medina ,Medina ,TN,Gibson,18.759,0.0195,35.786226,-88.754128,6.46%,2765,131,62,19,1,15,45,1430,1511,4,33,43,,,475628,17.5,7.42%,1054,151600,338
Tennessee|Memphis ,Memphis ,Memphis ,TN,Shelby,183.03,4.0235,35.1496,-90.0487,-0.42%,0,0,0,0,0,0,0,0,0,3737,0,50616,7,Metro,475664,19608.5,-0.04%,0,0,273
Tennessee|Milan ,Milan ,Milan ,TN,Gibson,41.2935,0.24,35.918666,-88.780186,-2.39%,4952,1092,132,23,3,41,64,2846,3215,21,40.1,392,,,475736,171.5,0.52%,2418,93100,338
Tennessee|Millington ,Millington ,Millington ,TN,Shelby,88.357,5.6995,35.349453,-89.899617,1.15%,10075,3420,629,269,39,187,358,6846,7121,18,40,591,,Metro,475772,268,2.34%,5133,134100,273
Tennessee|Minor Hill ,Minor Hill ,Minor Hill ,TN,Giles,12.687,0.0005,35.035791,-87.141996,0.85%,519,9,4,2,1,5,3,263,268,1,40.5,1,,,475808,0,8.22%,214,81000,709
Tennessee|Monteagle ,Monteagle ,Monteagle ,TN,Grundy,12.0805,0.0225,35.236842,-85.825971,7.95%,1216,14,10,9,1,20,3,588,655,2,45.8,43,,,475892,19.5,-1.40%,502,116800,1870
Tennessee|Monterey ,Monterey ,Monterey ,TN,Putnam,86.2815,0.3405,36.141756,-85.198809,-1.35%,3907,19,455,22,13,41,247,2080,2127,3,40.7,77,,Micro,475904,36,-5.13%,1593,92100,118
Tennessee|Morristown ,Morristown ,Morristown ,TN,Hamblen,51.4535,4.6915,36.185922,-83.280406,-1.09%,7579,491,1144,70,19,94,682,4203,4519,79,38.3,1658,,Metro,475988,733.5,-1.05%,3446,102200,1283
Tennessee|Moscow ,Moscow ,Moscow ,TN,Fayette,52.4175,0.0285,35.076544,-89.351224,10.60%,1083,724,46,9,1,12,16,889,936,4,40.4,23,,Metro,476000,7.5,1.57%,663,177700,356
Tennessee|Mount Carmel ,Mount Carmel ,Mount Carmel ,TN,Hawkins,2.9975,0,36.536568,-82.652486,-0.61%,2529,21,36,16,2,8,15,1263,1310,9,41.5,67,,Metro,471644,22.5,-0.81%,1044,119300,1294
Tennessee|Mount Juliet ,Mount Juliet ,Mount Juliet ,TN,Wilson,55.9695,3.3125,36.1974,-86.4365,2.62%,0,0,0,0,0,0,0,0,0,24,0,601,0.5,Metro,476072,269.5,4.98%,0,0,512
Tennessee|Mount Pleasant ,Mount Pleasant ,Mount Pleasant ,TN,Maury,54.244,0.0765,35.534206,-87.233778,1.18%,3316,557,79,13,4,34,43,1888,2013,12,40.6,120,,Metro,476084,48,-3.34%,1520,93600,656
Tennessee|Mountain City ,Mountain City ,Mountain City ,TN,Johnson,67.9535,0,36.451464,-81.838376,-2.14%,6270,207,100,25,4,42,35,3595,2916,2,42,75,,,476036,35,-1.57%,2442,95400,2418
Tennessee|Munford ,Munford ,Munford ,TN,Tipton,13.2,0.0295,35.448858,-89.823953,2.63%,4539,446,140,85,20,74,61,2496,2623,10,36.3,156,,Metro,476120,65.5,0.54%,1840,137900,339
Tennessee|Murfreesboro ,Murfreesboro ,Murfreesboro ,TN,Rutherford,118.4965,0.629,35.775166,-86.331116,2.88%,6592,789,287,464,13,77,157,3925,3969,228,35.7,4618,3.5,Metro,476132,1991.5,0.94%,2903,179000,573
Tennessee|Nashville ,Nashville ,Nashville ,TN,Davidson,145.285,3.5785,36.165964,-86.773205,0.94%,633,417,49,17,1,3,9,867,202,2610,31.3,30785,2.5,Metro,476144,11757.5,0.60%,376,194600,440
Tennessee|New Johnsonville ,New Johnsonville ,New Johnsonville ,TN,Humphreys,19.534,5.1435,36.005031,-87.937995,-2.52%,1489,19,35,4,4,20,19,762,769,0,41.2,28,,,476209,13.5,-1.30%,609,104500,546
Tennessee|New Market ,New Market ,New Market ,TN,Jefferson,32.628,0.319,36.090014,-83.559928,1.31%,3628,60,93,11,2,31,58,1867,1881,3,39.9,12,,Metro,476216,3.5,-0.77%,1427,96100,1000
Tennessee|New Tazewell ,New Tazewell ,New Tazewell ,TN,Claiborne,43.351,1.8455,36.4458,-83.5877,-0.28%,0,0,0,0,0,0,0,0,0,1,0,57,,,476264,27.5,0.76%,0,0,1454
Tennessee|Newbern ,Newbern ,Newbern ,TN,Dyer,64.1495,0.0535,36.110194,-89.271566,0.20%,3504,272,109,18,2,25,70,1867,1965,10,38.2,95,,Micro,476192,37.5,1.85%,1466,94100,350
Tennessee|Newport ,Newport ,Newport ,TN,Cocke,62.8155,3.4805,35.99198,-83.187863,0.83%,10829,381,206,45,13,143,99,5394,5911,30,41.5,769,,Micro,476240,348.5,-1.02%,4679,92700,1055
Tennessee|Niota ,Niota ,Niota ,TN,Mcminn,27.4775,0,35.56139,-84.596787,4.82%,2074,87,39,15,1,18,14,1073,1108,1,43.1,29,,Micro,476288,13.5,0.40%,876,117000,867
Tennessee|Nolensville ,Nolensville ,Nolensville ,TN,Williamson,18.7235,0.001,35.934025,-86.671852,4.98%,4193,390,131,274,5,37,42,2405,2436,4,36.2,68,,Metro,476300,30,2.09%,1573,300000,648
Tennessee|Norris ,Norris ,Norris ,TN,Anderson,1.6195,0,36.198188,-84.067146,3.13%,708,2,3,4,0,11,1,340,375,0,49.6,20,,Metro,476348,10,-4.30%,323,186500,839
Tennessee|Oakland ,Oakland ,Oakland ,TN,Fayette,22.0505,0.042,35.219878,-89.50055,2.29%,3860,815,88,48,5,29,46,2352,2396,2,36.2,75,,Metro,476396,34.5,2.31%,1768,168200,356
Tennessee|Obion ,Obion ,Obion ,TN,Obion,43.456,0.0925,36.24365,-89.301806,3.29%,1086,37,18,3,1,6,8,553,577,2,41.9,33,,Micro,476420,14.5,-0.92%,453,81300,337
Tennessee|Oliver Springs ,Oliver Springs ,Oliver Springs ,TN,Roane,42.62,0,36.041684,-84.37523,-0.75%,4906,91,27,23,2,69,13,2456,2555,0,41.3,107,,Metro,476480,53,-0.56%,1998,91900,787
